2,2019-11-27,13125,19.5,413
2,2019-11-28,13125,8.4,329
2,2019-11-28,33208,4.25,12
2,2019-11-29,18001,6.9,21
2,2019-11-30,13125,7.25,339.5
2,2019-11-30,17217,4.9,15
2,2019-12-01,13125,11.5,420
2,2019-12-02,13125,4.25,367.5
3,2019-09-25,13125,5.5,3
3,2019-09-28,16701,1.9,48
3,2019-09-30,13125,2,16
3,2019-10-02,16701,1.7,21
3,2019-10-02,3102021,1.9,
3,2019-10-04,24941,1.6,15
3,2019-10-08,16701,5.2,30
3,2019-10-08,310,0.02,
3,2019-10-09,26806,1.9,6
3,2019-10-10,16701,5.9,57
3,2019-10-10,31044,1.7,57
3,2019-10-11,31044,1.9,45
3,2019-10-12,16701,1.9,36
3,2019-10-13,31044,4.25,39
3,2019-10-14,16701,4.25,32
3,2019-10-15,16701,3,88
3,2019-10-16,16701,2,68
3,2019-10-18,16701,5,52
3,2019-10-19,1174,2,14
3,2019-10-20,31044,1.7,57
3,2019-10-22,16701,1.7,28
3,2019-10-22,26806,3.5,8
3,2019-10-24,31044,6,6
3,2019-10-24,32059,4,6
3,2019-10-25,1174,3,12
3,2019-10-25,24941,6,12
3,2019-10-26,1174,4.25,12
3,2019-10-26,24941,5,27
3,2019-10-26,31044,3,15
3,2019-10-28,32616,4.25,12
3,2019-10-31,24941,3.5,12
3,2019-11-02,24941,2.5,21
3,2019-11-03,3102021,3,
3,2019-11-04,13125,3.5,9
3,2019-11-04,16701,1.9,80.5
3,2019-11-05,16701,2,94.5
3,2019-11-05,18001,4.25,6
3,2019-11-05,24941,4.25,18
3,2019-11-05,31044,4.4,9
3,2019-11-06,16701,3,76.5
3,2019-11-07,13125,1.9,42
3,2019-11-07,16701,3,108
3,2019-11-07,24941,2.5,6
3,2019-11-08,13125,3,111
3,2019-11-08,28942,4.4,21
3,2019-11-09,13125,9.25,69
3,2019-11-10,13125,4.9,93
3,2019-11-11,13125,2,138
3,2019-11-11,24941,4.25,15
3,2019-11-12,13125,4,204
3,2019-11-13,13125,13.25,258
3,2019-11-13,32307,2,
3,2019-11-14,13125,4.25,228
3,2019-11-15,30697,3,72
3,2019-11-16,13125,5,306
3,2019-11-17,13125,3.9,210
3,2019-11-17,30697,3.5,93
3,2019-11-18,13125,2,246
3,2019-11-21,13125,4.25,280
3,2019-11-21,18001,1.9,36
3,2019-11-22,13125,9.25,245
3,2019-11-23,13125,11,301
3,2019-11-24,13125,11.5,273
3,2019-11-25,13125,4,245
3,2019-11-26,13125,3,364
3,2019-11-27,13125,4.25,413
3,2019-11-28,13125,3,329
3,2019-11-30,13125,8.5,339.5
3,2019-12-01,13125,3,420
4,2019-09-08,310,1.6,
4,2019-09-28,16701,1.7,48
4,2019-10-02,13125,1.6,18
4,2019-10-03,16701,3.7,63
4,2019-10-03,310,3.7,
4,2019-10-04,16701,5.85,63
4,2019-10-05,16701,2,48
4,2019-10-08,16701,3.9,30
4,2019-10-09,16701,3.7,39
4,2019-10-10,16701,3,57
4,2019-10-10,24941,1.9,12
4,2019-10-11,16701,1.9,72
4,2019-10-11,24941,3,9
4,2019-10-12,16701,3.2,36
4,2019-10-13,16701,5.9,68
4,2019-10-13,24941,1.7,18
4,2019-10-13,31044,3,39
4,2019-10-13,32616,2,30
4,2019-10-15,16701,3.7,88
4,2019-10-16,16701,1.9,68
4,2019-10-16,3102021,3.6,
4,2019-10-17,16701,3,72
4,2019-10-19,31044,4,57
4,2019-10-21,31044,8,60
4,2019-10-22,16701,4.25,28
4,2019-10-23,13125,1.9,4
4,2019-10-23,25445,2,18
4,2019-10-23,26806,2,14
4,2019-10-26,25445,4.25,
4,2019-10-29,1174,1.7,8
4,2019-10-30,24941,3.5,18
4,2019-10-31,16675,3,31.5
4,2019-11-05,16675,1.9,35
4,2019-11-06,31044,4,21
4,2019-11-08,18001,3.5,3
4,2019-11-09,13125,4.25,69
4,2019-11-09,25445,3,
4,2019-11-10,13125,10.5,93
4,2019-11-12,13125,6,204
4,2019-11-13,13125,4,258
4,2019-11-14,13125,4,228
4,2019-11-15,13125,4,141
4,2019-11-16,13125,9,306
